setID,word,manmade,shoebox,nletters,freq,nsyllables,concreteness,item_type,study_judgment,study_condition
set11,BIRCH,N,N,5,2,1,620,old,shoebox,informed
set11,CABBAGE,N,Y,7,4,2,611,old,manmade,uninformed
set11,SOCCER,Y,N,6,3,2,524,old,manmade,informed
set11,WORM,N,Y,4,4,1,611,old,manmade,uninformed
set11,PALACE,Y,N,6,38,2,579,old,shoebox,uninformed
set11,HOOD,Y,Y,4,7,1,547,old,manmade,informed
set11,BERRY,N,Y,5,9,2,573,old,shoebox,uninformed
set11,TULIP,N,Y,5,4,2,619,old,manmade,informed
set11,CABLE,Y,Y,5,7,2,544,old,manmade,uninformed
set11,WHEAT,N,Y,5,9,1,594,old,manmade,informed
set11,BARREL,Y,N,6,24,2,590,old,shoebox,uninformed
set11,APPLE,N,Y,5,9,2,620,old,shoebox,uninformed
set11,FOREARM,N,Y,7,3,2,608,old,shoebox,uninformed
set11,TRUMPET,Y,N,7,7,2,608,old,manmade,informed
set11,LEATHER,Y,Y,7,24,2,575,old,shoebox,uninformed
set11,BROOM,Y,N,5,2,1,613,old,shoebox,uninformed
set11,SEAWEED,N,Y,7,3,2,593,old,shoebox,informed
set11,INSECT,N,Y,6,14,2,593,old,manmade,uninformed
set11,LACE,Y,Y,4,7,1,545,old,shoebox,informed
set11,SHOWER,Y,N,6,15,1,588,old,shoebox,uninformed
set11,DRUM,Y,N,4,11,1,602,old,shoebox,uninformed
set11,CAMERA,Y,Y,6,36,2,627,old,manmade,informed
set11,PORK,N,N,4,10,1,585,old,shoebox,uninformed
set11,BOOT,Y,Y,4,13,1,595,old,shoebox,informed
set11,KNOB,Y,Y,4,2,1,586,old,manmade,uninformed
set11,TRACTOR,Y,N,7,24,2,590,old,shoebox,informed
set11,BEEF,N,Y,4,32,1,637,old,manmade,uninformed
set11,CEILING,Y,N,7,31,2,606,old,shoebox,uninformed
set11,LAMB,N,N,4,7,1,633,old,shoebox,uninformed
set11,TONGUE,N,Y,6,35,1,634,old,manmade,informed
set11,DRIZZLE,N,Y,7,5,2,558,old,manmade,informed
set11,SURF,N,N,4,1,1,527,old,shoebox,informed
set11,TEMPLE,Y,N,6,38,2,565,old,manmade,uninformed
set11,CROW,N,Y,4,2,1,590,old,manmade,informed
set11,LIVER,N,Y,5,16,2,617,old,manmade,informed
set11,SWORD,Y,N,5,7,1,577,old,shoebox,informed
set11,ROPE,Y,Y,4,15,1,608,old,shoebox,uninformed
set11,FRUIT,N,Y,5,35,1,612,old,shoebox,uninformed
set11,DOUGH,Y,Y,5,13,1,627,old,manmade,informed
set11,CASH,Y,Y,4,36,1,547,old,manmade,informed
set11,SLEEVE,Y,Y,6,11,1,587,old,shoebox,informed
set11,OUTFIT,Y,Y,6,16,2,515,old,manmade,uninformed
set11,JEEP,Y,N,4,16,1,622,old,manmade,informed
set11,TUBE,Y,Y,4,31,1,581,old,manmade,uninformed
set11,STAR,N,N,4,25,1,574,old,shoebox,uninformed
set11,TAIL,N,Y,4,24,1,613,old,manmade,uninformed
set11,LION,N,N,4,17,1,627,old,shoebox,informed
set11,PATCH,Y,Y,5,13,1,558,old,manmade,informed
set11,TUNNEL,Y,N,6,10,2,555,old,shoebox,informed
set11,BEAN,N,Y,4,5,1,604,old,shoebox,uninformed
set11,MINK,N,N,4,5,1,589,old,shoebox,informed
set11,SHOVEL,Y,N,6,5,2,581,old,manmade,uninformed
set11,OCEAN,N,N,5,34,2,593,old,shoebox,informed
set11,BEAVER,N,N,6,3,2,589,old,shoebox,uninformed
set11,PINE,N,N,4,14,1,592,old,shoebox,uninformed
set11,MOSQUITO,N,Y,8,1,3,595,old,manmade,uninformed
set11,THUNDER,N,N,7,14,2,547,old,shoebox,informed
set11,ENVELOPE,Y,Y,8,21,3,579,old,manmade,uninformed
set11,SPONGE,Y,Y,6,7,1,597,old,shoebox,uninformed
set11,PEACH,N,Y,5,3,1,617,old,manmade,uninformed
set11,STEM,N,Y,4,29,1,556,old,manmade,informed
set11,SPARK,N,Y,5,12,1,526,old,manmade,informed
set11,GALLERY,Y,N,7,31,3,569,old,shoebox,uninformed
set11,CEMENT,Y,Y,6,11,2,646,old,shoebox,informed
set11,PEARL,N,Y,5,9,1,597,old,shoebox,informed
set11,JAIL,Y,N,4,21,1,590,old,manmade,informed
set11,CANDLE,Y,Y,6,18,2,565,old,manmade,uninformed
set11,PICKLE,Y,Y,6,1,2,606,old,manmade,informed
set11,TENT,Y,N,4,20,1,608,old,shoebox,informed
set11,GOWN,Y,Y,4,16,1,586,old,shoebox,informed
set11,MONKEY,N,N,6,9,2,566,old,manmade,uninformed
set11,BAGPIPE,Y,N,7,1,2,601,old,shoebox,informed
set11,GLOVE,Y,Y,5,9,1,607,old,shoebox,informed
set11,PIER,Y,N,4,3,1,588,old,shoebox,informed
