setID,word,manmade,shoebox,nletters,freq,nsyllables,concreteness,item_type,study_judgment,study_condition
set63,WHIP,Y,N,4,19,1,570,old,shoebox,uninformed
set63,SPARK,N,Y,5,12,1,526,old,manmade,informed
set63,TIMBER,N,N,6,19,2,578,old,shoebox,informed
set63,SWORD,Y,N,5,7,1,577,old,shoebox,informed
set63,SWEAT,N,Y,5,23,1,569,old,manmade,uninformed
set63,ABDOMEN,N,Y,7,6,3,586,old,shoebox,informed
set63,CHEESE,Y,Y,6,9,1,624,old,shoebox,uninformed
set63,PORK,N,N,4,10,1,585,old,shoebox,uninformed
set63,RABBIT,N,Y,6,11,2,635,old,manmade,informed
set63,LAWN,Y,N,4,15,1,588,old,shoebox,uninformed
set63,PYRAMID,Y,N,7,2,3,615,old,manmade,informed
set63,PLUM,N,Y,4,1,1,632,old,manmade,uninformed
set63,ROBIN,N,Y,5,2,2,637,old,manmade,informed
set63,SPICE,N,Y,5,4,1,590,old,shoebox,informed
set63,SPINACH,N,Y,7,2,2,589,old,manmade,uninformed
set63,HAWK,N,N,4,14,1,623,old,manmade,informed
set63,BENCH,Y,N,5,35,1,614,old,shoebox,uninformed
set63,VINE,N,Y,4,4,1,601,old,manmade,informed
set63,MAGAZINE,Y,Y,8,39,3,588,old,shoebox,uninformed
set63,RULER,Y,Y,5,3,2,555,old,shoebox,informed
set63,COSTUME,Y,N,7,10,2,544,old,manmade,informed
set63,CIDER,Y,Y,5,2,2,626,old,shoebox,uninformed
set63,CABLE,Y,Y,5,7,2,544,old,manmade,informed
set63,STRING,Y,Y,6,19,1,570,old,shoebox,uninformed
set63,SHRIMP,N,Y,6,2,1,629,old,manmade,informed
set63,YACHT,Y,N,5,4,1,606,old,shoebox,informed
set63,JAIL,Y,N,4,21,1,590,old,manmade,uninformed
set63,WORM,N,Y,4,4,1,611,old,manmade,informed
set63,TRACTOR,Y,N,7,24,2,590,old,manmade,informed
set63,GIFT,Y,Y,4,33,1,533,old,shoebox,informed
set63,CARPET,Y,N,6,13,2,581,old,manmade,uninformed
set63,SPADE,Y,Y,5,10,1,565,old,shoebox,uninformed
set63,DOLL,Y,Y,4,10,1,588,old,shoebox,uninformed
set63,FROG,N,Y,4,1,1,619,old,manmade,informed
set63,PEACH,N,Y,5,3,1,617,old,shoebox,uninformed
set63,CAPE,Y,Y,4,20,1,581,old,shoebox,informed
set63,PALACE,Y,N,6,38,2,579,old,shoebox,informed
set63,SKULL,N,N,5,3,1,570,old,manmade,uninformed
set63,LOTION,Y,Y,6,8,2,534,old,shoebox,informed
set63,PEARL,N,Y,5,9,1,597,old,shoebox,uninformed
set63,BASS,N,Y,4,16,1,547,old,shoebox,uninformed
set63,PILLOW,Y,N,6,8,2,613,old,manmade,informed
set63,MINK,N,N,4,5,1,589,old,shoebox,uninformed
set63,LAMB,N,N,4,7,1,633,old,manmade,uninformed
set63,TRIBE,Y,N,5,4,1,504,old,shoebox,uninformed
set63,DRAIN,Y,Y,5,18,1,591,old,shoebox,informed
set63,SHEEP,N,N,5,23,1,622,old,manmade,uninformed
set63,WOMB,N,N,4,1,1,538,old,manmade,informed
set63,GINGER,N,Y,6,2,2,522,old,manmade,uninformed
set63,LAUNDRY,Y,N,7,5,2,576,old,shoebox,informed
set63,KETTLE,Y,N,6,3,2,602,old,manmade,informed
set63,KNOB,Y,Y,4,2,1,586,old,manmade,informed
set63,TRUMPET,Y,N,7,7,2,608,old,shoebox,uninformed
set63,SPEAR,Y,N,5,7,1,584,old,shoebox,informed
set63,KENNEL,Y,N,6,3,2,611,old,shoebox,informed
set63,MOSQUITO,N,Y,8,1,3,595,old,manmade,uninformed
set63,FLUTE,Y,Y,5,1,1,587,old,shoebox,informed
set63,MONKEY,N,N,6,9,2,566,old,shoebox,uninformed
set63,LEATHER,Y,Y,7,24,2,575,old,shoebox,uninformed
set63,SQUIRREL,N,Y,8,1,2,612,old,manmade,informed
set63,TONGUE,N,Y,6,35,1,634,old,shoebox,informed
set63,RACKET,Y,N,6,5,2,562,old,shoebox,uninformed
set63,CARROT,N,Y,6,1,2,622,old,shoebox,informed
set63,RIBBON,Y,Y,6,12,2,600,old,manmade,uninformed
set63,SLEEVE,Y,Y,6,11,1,587,old,shoebox,uninformed
set63,LODGE,Y,N,5,19,1,538,old,shoebox,informed
set63,WOLF,N,N,4,6,1,595,old,shoebox,uninformed
set63,COUCH,Y,N,5,12,1,578,old,manmade,uninformed
set63,SALOON,Y,N,6,12,2,575,old,manmade,informed
set63,BUBBLE,N,Y,6,12,2,563,old,manmade,uninformed
set63,KITTEN,N,Y,6,5,2,612,old,shoebox,informed
set63,DECK,Y,N,4,23,1,566,old,shoebox,uninformed
set63,STORM,N,N,5,26,1,527,old,shoebox,informed
set63,LIME,N,Y,4,13,1,590,old,manmade,uninformed
set63,BUTTON,Y,Y,6,10,2,613,old,shoebox,informed
set63,HOOF,N,Y,4,2,1,596,old,manmade,uninformed
set63,CRYSTAL,N,Y,7,23,2,587,old,shoebox,informed
set63,OATMEAL,Y,Y,7,1,2,552,old,shoebox,informed
set63,TIGER,N,N,5,7,2,611,old,shoebox,informed
set63,BRACELET,Y,Y,8,1,2,602,old,manmade,uninformed
set63,SAIL,Y,N,4,12,1,567,old,shoebox,uninformed
set63,BEVERAGE,Y,Y,8,5,3,526,old,shoebox,uninformed
set63,GOWN,Y,Y,4,16,1,586,old,manmade,informed
set63,CLOUD,N,N,5,28,1,554,old,shoebox,uninformed
set63,ORGAN,N,Y,5,12,2,596,old,manmade,uninformed
set63,BANNER,Y,Y,6,8,2,567,old,manmade,informed
set63,BATH,Y,N,4,26,1,600,old,shoebox,uninformed
set63,POLE,Y,N,4,18,1,577,old,manmade,informed
set63,NEEDLE,Y,Y,6,15,2,608,old,shoebox,informed
set63,FACTORY,Y,N,7,32,3,586,old,manmade,uninformed
set63,POISON,N,Y,6,10,2,527,old,shoebox,informed
set63,PUDDLE,N,N,6,1,2,604,old,manmade,informed
set63,STEM,N,Y,4,29,1,556,old,shoebox,uninformed
set63,TULIP,N,Y,5,4,2,619,old,manmade,uninformed
set63,CHOIR,Y,N,5,8,1,567,old,shoebox,uninformed
set63,MOSS,N,Y,4,9,1,575,old,manmade,informed
set63,GATE,Y,N,4,37,1,573,old,shoebox,uninformed
set63,THUNDER,N,N,7,14,2,547,old,manmade,uninformed
set63,FLOWER,N,Y,6,23,1,584,old,shoebox,uninformed
set63,PLATE,Y,Y,5,22,1,595,old,shoebox,informed
set63,SILVER,N,Y,6,29,2,564,old,manmade,uninformed
set63,BOOT,Y,Y,4,13,1,595,old,manmade,uninformed
set63,WHEAT,N,Y,5,9,1,594,old,manmade,uninformed
set63,TIDE,N,N,4,11,1,516,old,shoebox,informed
set63,TAPE,Y,Y,4,35,1,564,old,manmade,uninformed
set63,ALLEY,Y,N,5,8,2,557,old,shoebox,uninformed
set63,CEMENT,Y,Y,6,11,2,646,old,manmade,uninformed
set63,TANK,Y,N,4,12,1,581,old,shoebox,informed
set63,COIN,Y,Y,4,10,1,581,old,manmade,uninformed
set63,PODIUM,Y,N,6,1,2,546,old,shoebox,uninformed
set63,CROW,N,Y,4,2,1,590,old,manmade,uninformed
set63,THREAD,Y,Y,6,15,1,607,old,shoebox,informed
set63,AXLE,Y,N,4,5,2,555,old,shoebox,informed
set63,RUST,N,Y,4,10,1,553,old,shoebox,informed
set63,RAMP,Y,N,4,6,1,538,old,manmade,uninformed
set63,CIGAR,Y,Y,5,10,2,580,old,shoebox,uninformed
set63,DOORWAY,Y,N,7,15,2,578,old,shoebox,informed
set63,STICK,N,Y,5,39,1,604,old,shoebox,uninformed
set63,ARROW,Y,N,5,14,2,595,old,manmade,informed
set63,UMBRELLA,Y,N,8,8,3,606,old,manmade,uninformed
set63,TEMPLE,Y,N,6,38,2,565,old,manmade,uninformed
set63,VIOLIN,Y,N,6,11,2,626,old,shoebox,informed
set63,CAPITOL,Y,N,7,22,3,529,old,manmade,informed
set63,CORRIDOR,Y,N,8,17,3,568,old,manmade,uninformed
set63,FLOOD,N,N,5,19,1,553,old,manmade,uninformed
set63,SOFA,Y,N,4,6,2,629,old,shoebox,uninformed
set63,WOOL,N,Y,4,10,1,608,old,manmade,informed
set63,BOWL,Y,Y,4,23,1,575,old,manmade,informed
set63,SCRATCH,N,N,7,9,1,523,old,manmade,informed
set63,CAPSULE,Y,Y,7,5,2,540,old,shoebox,uninformed
set63,MOUNTAIN,N,N,8,33,2,616,old,manmade,informed
set63,SHED,Y,N,4,11,1,611,old,shoebox,informed
set63,IVORY,N,Y,5,17,3,571,old,shoebox,uninformed
set63,PONY,N,N,4,10,2,611,old,shoebox,informed
set63,MENU,Y,Y,4,5,2,555,old,manmade,informed
set63,POND,N,N,4,25,1,623,old,shoebox,uninformed
set63,CARD,Y,Y,4,26,1,565,old,shoebox,uninformed
set63,STOVE,Y,N,5,15,1,591,old,shoebox,informed
set63,BASEMENT,Y,N,8,31,2,585,old,manmade,informed
set63,TOAST,Y,Y,5,19,1,582,old,shoebox,uninformed
set63,SUPPER,Y,Y,6,37,2,563,old,shoebox,informed
set63,FLAG,Y,Y,4,16,1,606,old,manmade,informed
set63,TRAIL,Y,N,5,31,1,511,old,shoebox,uninformed
set63,OYSTER,N,Y,6,6,2,573,old,shoebox,informed
set63,TOAD,N,Y,4,4,1,568,old,manmade,informed
set63,HOCKEY,Y,N,6,1,2,535,old,shoebox,informed
set63,BARK,N,Y,4,14,1,563,old,manmade,uninformed
set63,SUNBURN,N,N,7,5,2,563,old,shoebox,uninformed
set63,PARADE,Y,N,6,25,2,523,old,manmade,uninformed
set63,BACTERIA,N,Y,8,8,3,560,old,manmade,informed
set63,SOCCER,Y,N,6,3,2,524,old,shoebox,uninformed
set63,BUSH,N,N,4,14,1,585,old,shoebox,informed
set63,FORK,Y,Y,4,14,1,592,old,manmade,uninformed
set63,MANSION,Y,N,7,8,2,579,old,shoebox,informed
set63,BEEF,N,Y,4,32,1,637,old,shoebox,uninformed
set63,LAMP,Y,N,4,18,1,615,old,manmade,informed
set63,PYTHON,N,N,6,14,2,580,old,shoebox,informed
set63,DUCK,N,Y,4,9,1,606,old,manmade,uninformed
set63,CREAM,Y,Y,5,20,1,621,old,manmade,informed
set63,TUBE,Y,Y,4,31,1,581,old,manmade,informed
set63,BREEZE,N,N,6,14,1,500,old,shoebox,uninformed
set63,WHISTLE,Y,Y,7,4,2,579,old,manmade,uninformed
set63,HARE,N,N,4,1,1,615,old,shoebox,informed
set63,TUNNEL,Y,N,6,10,2,555,old,shoebox,uninformed
set63,KNEE,N,Y,4,35,1,593,old,manmade,informed
set63,MOUSE,N,Y,5,10,1,624,old,manmade,uninformed
set63,CABIN,Y,N,5,23,2,596,old,shoebox,informed
set63,CHALK,Y,Y,5,3,1,634,old,manmade,uninformed
set63,GARDENIA,N,Y,8,1,3,576,old,manmade,uninformed
set63,SEAWEED,N,Y,7,3,2,593,old,shoebox,uninformed
set63,LEAF,N,Y,4,12,1,593,old,shoebox,informed
set63,LACE,Y,Y,4,7,1,545,old,manmade,informed
set63,POTATO,N,Y,6,15,3,629,old,shoebox,uninformed
set63,STAIN,N,Y,5,6,1,535,old,shoebox,uninformed
set63,TENT,Y,N,4,20,1,608,old,manmade,informed
set63,CAMEL,N,N,5,1,2,597,old,manmade,informed
set63,LIVER,N,Y,5,16,2,617,old,manmade,uninformed
set63,BLOSSOM,N,Y,7,7,2,559,old,shoebox,informed
set63,COCKTAIL,Y,Y,8,25,2,576,old,manmade,uninformed
set63,STEW,Y,Y,4,5,1,603,old,manmade,informed
set63,STEAM,N,Y,5,17,1,552,old,manmade,informed
set63,FENCE,Y,N,5,30,1,597,old,shoebox,informed
set63,DRIZZLE,N,Y,7,5,2,558,old,manmade,uninformed
set63,SOUP,Y,Y,4,16,1,615,old,shoebox,informed
set63,LANE,Y,N,4,30,1,537,old,manmade,uninformed
set63,NECKLACE,Y,Y,8,3,2,633,old,shoebox,informed
set63,STOOL,Y,N,5,8,1,592,old,shoebox,uninformed
set63,RAIL,Y,N,4,16,1,540,old,shoebox,informed
set63,ELEPHANT,N,N,8,7,3,628,old,manmade,informed
set63,SUNSET,N,N,6,14,2,525,old,shoebox,uninformed
set63,SEAM,Y,Y,4,9,1,538,old,manmade,informed
set63,SURF,N,N,4,1,1,527,old,shoebox,informed
set63,CASH,Y,Y,4,36,1,547,old,manmade,uninformed
set63,COFFIN,Y,N,6,7,2,595,old,manmade,uninformed
set63,TEAR,N,Y,4,11,1,504,old,shoebox,informed
set63,DEER,N,N,4,13,1,631,old,manmade,informed
set63,MULE,N,N,4,4,1,592,old,shoebox,uninformed
set63,POSTER,Y,N,6,4,2,592,old,shoebox,uninformed
set63,HONEY,N,Y,5,25,2,611,old,manmade,uninformed
set63,GOAT,N,N,4,6,1,636,old,manmade,informed
set63,SOCK,Y,Y,4,4,1,581,old,manmade,uninformed
set63,HEEL,N,Y,4,9,1,579,old,shoebox,uninformed
set63,BARREL,Y,N,6,24,2,590,old,manmade,uninformed
set63,TRASH,Y,Y,5,2,1,588,old,manmade,informed
set63,FISH,N,Y,4,35,1,597,old,shoebox,uninformed
set63,OTTER,N,N,5,5,2,631,old,shoebox,uninformed
set63,TURTLE,N,Y,6,8,2,644,old,shoebox,informed
set63,SLOPE,N,N,5,19,1,513,old,manmade,informed
set63,STATUE,Y,N,6,17,2,600,old,manmade,uninformed
set63,COAL,N,Y,4,32,1,584,old,manmade,uninformed
set63,OCEAN,N,N,5,34,2,593,old,shoebox,informed
set63,FOREARM,N,Y,7,3,2,608,old,manmade,uninformed
set63,ESSAY,Y,Y,5,19,2,527,old,manmade,uninformed
set63,LENS,Y,Y,4,12,1,573,old,manmade,uninformed
set63,TRIANGLE,N,Y,8,4,3,523,old,shoebox,informed
