word,manmade,shoebox,nletters,freq,nsyllables,concreteness,old_new,study_judgment,cue_condition,study_phase,cue_color,box_color,show_cue,show_nocue
TULIP,N,Y,5,4,2,619,old,manmade,uninformed,uninformed2,white,cyan,1,0
SKIRT,Y,Y,5,21,1,614,old,manmade,uninformed,uninformed2,white,cyan,1,0
WOLF,N,N,4,6,1,595,old,manmade,uninformed,uninformed2,white,cyan,1,0
CEREAL,Y,Y,6,17,2,637,old,manmade,uninformed,uninformed2,white,cyan,1,0
TOOL,Y,Y,4,40,1,570,old,manmade,uninformed,uninformed2,white,cyan,1,0
ELEPHANT,N,N,8,7,3,628,old,manmade,uninformed,uninformed2,white,cyan,1,0
VEIN,N,Y,4,25,1,553,old,manmade,uninformed,uninformed2,white,cyan,1,0
KENNEL,Y,N,6,3,2,611,old,manmade,uninformed,uninformed2,white,cyan,1,0
ONION,N,Y,5,15,2,632,old,manmade,uninformed,uninformed2,white,cyan,1,0
SODIUM,n,y,6,12,2,511,old,manmade,uninformed,uninformed2,white,cyan,1,0
JAIL,Y,N,4,21,1,590,old,manmade,uninformed,uninformed2,white,cyan,1,0
YACHT,Y,N,5,4,1,606,old,manmade,uninformed,uninformed2,white,cyan,1,0
BOOT,Y,Y,4,13,1,595,old,manmade,uninformed,uninformed2,white,cyan,1,0
HERB,N,Y,4,7,1,558,old,manmade,uninformed,uninformed2,white,cyan,1,0
BOUQUET,y,y,7,4,2,566,old,manmade,uninformed,uninformed2,white,cyan,1,0
PIANO,Y,N,5,38,3,615,old,manmade,uninformed,uninformed2,white,cyan,1,0
NAPKIN,Y,Y,6,3,2,585,old,manmade,uninformed,uninformed2,white,cyan,1,0
FORK,Y,Y,4,14,1,592,old,manmade,uninformed,uninformed2,white,cyan,1,0
LIME,N,Y,4,13,1,590,old,manmade,uninformed,uninformed2,white,cyan,1,0
HAWK,N,N,4,14,1,623,old,manmade,uninformed,uninformed2,white,cyan,1,0
BANANA,N,Y,6,4,3,633,old,manmade,uninformed,uninformed2,white,cyan,1,0
BEEF,N,Y,4,32,1,637,old,manmade,uninformed,uninformed2,white,cyan,1,0
FOIL,y,y,4,20,1,509,old,manmade,uninformed,uninformed2,white,cyan,1,0
HEDGE,Y,N,5,2,1,615,old,manmade,uninformed,uninformed2,white,cyan,1,0
EAGLE,N,N,5,5,2,616,old,manmade,uninformed,uninformed2,white,cyan,1,0
BUCKET,Y,N,6,7,2,594,old,shoebox,uninformed,uninformed2,white,red,1,0
BLADE,y,y,5,13,1,584,old,shoebox,uninformed,uninformed2,white,red,1,0
COPPER,n,y,6,13,2,547,old,shoebox,uninformed,uninformed2,white,red,1,0
PLUM,N,Y,4,1,1,632,old,shoebox,uninformed,uninformed2,white,red,1,0
KNOB,Y,Y,4,2,1,586,old,shoebox,uninformed,uninformed2,white,red,1,0
TEAR,N,Y,4,11,1,504,old,shoebox,uninformed,uninformed2,white,red,1,0
MOUSE,N,Y,5,10,1,624,old,shoebox,uninformed,uninformed2,white,red,1,0
MUSTARD,Y,Y,7,20,2,595,old,shoebox,uninformed,uninformed2,white,red,1,0
POLE,Y,N,4,18,1,577,old,shoebox,uninformed,uninformed2,white,red,1,0
ARMOR,y,n,5,4,2,544,old,shoebox,uninformed,uninformed2,white,red,1,0
MAHOGANY,n,n,8,8,4,513,old,shoebox,uninformed,uninformed2,white,red,1,0
ZIPPER,y,y,6,1,2,599,old,shoebox,uninformed,uninformed2,white,red,1,0
PEACH,N,Y,5,3,1,617,old,shoebox,uninformed,uninformed2,white,red,1,0
TAPE,Y,Y,4,35,1,564,old,shoebox,uninformed,uninformed2,white,red,1,0
WHISTLE,Y,Y,7,4,2,579,old,shoebox,uninformed,uninformed2,white,red,1,0
GRAVY,y,y,5,4,2,606,old,shoebox,uninformed,uninformed2,white,red,1,0
LAWN,Y,N,4,15,1,588,old,shoebox,uninformed,uninformed2,white,red,1,0
RUBBER,y,y,6,15,2,596,old,shoebox,uninformed,uninformed2,white,red,1,0
SPIKE,y,y,5,2,1,572,old,shoebox,uninformed,uninformed2,white,red,1,0
SHED,Y,N,4,11,1,611,old,shoebox,uninformed,uninformed2,white,red,1,0
ORNAMENT,y,y,8,4,3,615,old,shoebox,uninformed,uninformed2,white,red,1,0
ALGAE,n,y,5,7,2,545,old,shoebox,uninformed,uninformed2,white,red,1,0
NEEDLE,Y,Y,6,15,2,608,old,shoebox,uninformed,uninformed2,white,red,1,0
TRASH,Y,Y,5,2,1,588,old,shoebox,uninformed,uninformed2,white,red,1,0
ASPIRIN,y,y,7,3,3,574,old,shoebox,uninformed,uninformed2,white,red,1,0
