word,manmade,shoebox,nletters,freq,nsyllables,concreteness,old_new,study_judgment,cue_condition,study_phase,cue_color,box_color,show_cue,show_nocue
SHOE,Y,Y,4,14,1,600,old,manmade,uncued,uncued1,n/a,cyan,0,1
RAMP,Y,N,4,6,1,538,old,manmade,uncued,uncued1,n/a,cyan,0,1
TOBACCO,N,Y,7,19,3,609,old,manmade,uncued,uncued1,n/a,cyan,0,1
CLARINET,Y,N,8,1,3,633,old,manmade,uncued,uncued1,n/a,cyan,0,1
MULE,N,N,4,4,1,592,old,manmade,uncued,uncued1,n/a,cyan,0,1
LODGE,Y,N,5,19,1,538,old,manmade,uncued,uncued1,n/a,cyan,0,1
DEER,N,N,4,13,1,631,old,manmade,uncued,uncued1,n/a,cyan,0,1
DAWN,N,N,4,28,1,501,old,manmade,uncued,uncued1,n/a,cyan,0,1
FROST,n,y,5,6,1,608,old,manmade,uncued,uncued1,n/a,cyan,0,1
PACKAGE,y,n,7,20,2,580,old,manmade,uncued,uncued1,n/a,cyan,0,1
POSTER,Y,N,6,4,2,592,old,manmade,uncued,uncued1,n/a,cyan,0,1
WORM,N,Y,4,4,1,611,old,manmade,uncued,uncued1,n/a,cyan,0,1
SUPPER,Y,Y,6,37,2,563,old,manmade,uncued,uncued1,n/a,cyan,0,1
LIVER,N,Y,5,16,2,617,old,manmade,uncued,uncued1,n/a,cyan,0,1
WAIST,N,N,5,11,1,563,old,manmade,uncued,uncued1,n/a,cyan,0,1
SPADE,Y,Y,5,10,1,565,old,manmade,uncued,uncued1,n/a,cyan,0,1
MAPLE,N,N,5,7,2,534,old,manmade,uncued,uncued1,n/a,cyan,0,1
BACTERIA,N,Y,8,8,3,560,old,manmade,uncued,uncued1,n/a,cyan,0,1
LENS,Y,Y,4,12,1,573,old,manmade,uncued,uncued1,n/a,cyan,0,1
FLOWER,N,Y,6,23,1,584,old,manmade,uncued,uncued1,n/a,cyan,0,1
ASPIRIN,y,y,7,3,3,574,old,manmade,uncued,uncued1,n/a,cyan,0,1
PASTE,Y,Y,5,10,1,559,old,manmade,uncued,uncued1,n/a,cyan,0,1
TEMPLE,Y,N,6,38,2,565,old,manmade,uncued,uncued1,n/a,cyan,0,1
DIAMOND,N,Y,7,8,2,610,old,manmade,uncued,uncued1,n/a,cyan,0,1
LAMP,Y,N,4,18,1,615,old,manmade,uncued,uncued1,n/a,cyan,0,1
CABLE,Y,Y,5,7,2,544,old,shoebox,uncued,uncued1,n/a,red,0,1
BONE,N,Y,4,33,1,588,old,shoebox,uncued,uncued1,n/a,red,0,1
PLUG,Y,Y,4,23,1,558,old,shoebox,uncued,uncued1,n/a,red,0,1
DUCK,N,Y,4,9,1,606,old,shoebox,uncued,uncued1,n/a,red,0,1
OCEAN,N,N,5,34,2,593,old,shoebox,uncued,uncued1,n/a,red,0,1
CANDLE,Y,Y,6,18,2,565,old,shoebox,uncued,uncued1,n/a,red,0,1
CONE,Y,Y,4,13,1,573,old,shoebox,uncued,uncued1,n/a,red,0,1
CRYSTAL,N,Y,7,23,2,587,old,shoebox,uncued,uncued1,n/a,red,0,1
SPINACH,N,Y,7,2,2,589,old,shoebox,uncued,uncued1,n/a,red,0,1
WALLET,Y,Y,6,6,2,584,old,shoebox,uncued,uncued1,n/a,red,0,1
PLANET,n,n,6,21,2,523,old,shoebox,uncued,uncued1,n/a,red,0,1
NEEDLE,Y,Y,6,15,2,608,old,shoebox,uncued,uncued1,n/a,red,0,1
CAGE,Y,N,4,9,1,593,old,shoebox,uncued,uncued1,n/a,red,0,1
MINK,N,N,4,5,1,589,old,shoebox,uncued,uncued1,n/a,red,0,1
RUST,N,Y,4,10,1,553,old,shoebox,uncued,uncued1,n/a,red,0,1
SILK,Y,Y,4,12,1,538,old,shoebox,uncued,uncued1,n/a,red,0,1
ZIPPER,y,y,6,1,2,599,old,shoebox,uncued,uncued1,n/a,red,0,1
CLIFF,n,n,5,11,1,591,old,shoebox,uncued,uncued1,n/a,red,0,1
FLAME,N,Y,5,17,1,582,old,shoebox,uncued,uncued1,n/a,red,0,1
CHISEL,y,y,6,4,2,597,old,shoebox,uncued,uncued1,n/a,red,0,1
HEDGE,Y,N,5,2,1,615,old,shoebox,uncued,uncued1,n/a,red,0,1
SLEEVE,Y,Y,6,11,1,587,old,shoebox,uncued,uncued1,n/a,red,0,1
WALNUT,n,y,6,11,2,642,old,shoebox,uncued,uncued1,n/a,red,0,1
COPPER,n,y,6,13,2,547,old,shoebox,uncued,uncued1,n/a,red,0,1
TIDE,N,N,4,11,1,516,old,shoebox,uncued,uncued1,n/a,red,0,1
