word,manmade,shoebox,nletters,freq,nsyllables,concreteness,old_new,study_judgment,cue_condition,study_phase,cue_color,box_color,show_cue,show_nocue
CLARINET,Y,N,8,1,3,633,old,manmade,uninformed,uninformed2,white,cyan,1,0
LANE,Y,N,4,30,1,537,old,manmade,uninformed,uninformed2,white,cyan,1,0
JAIL,Y,N,4,21,1,590,old,manmade,uninformed,uninformed2,white,cyan,1,0
COTTAGE,y,n,7,19,2,593,old,manmade,uninformed,uninformed2,white,cyan,1,0
SOCK,Y,Y,4,4,1,581,old,manmade,uninformed,uninformed2,white,cyan,1,0
SOAP,Y,Y,4,22,1,598,old,manmade,uninformed,uninformed2,white,cyan,1,0
HOOF,N,Y,4,2,1,596,old,manmade,uninformed,uninformed2,white,cyan,1,0
HOCKEY,Y,N,6,1,2,535,old,manmade,uninformed,uninformed2,white,cyan,1,0
BERRY,N,Y,5,9,2,573,old,manmade,uninformed,uninformed2,white,cyan,1,0
CARROT,N,Y,6,1,2,622,old,manmade,uninformed,uninformed2,white,cyan,1,0
MEADOW,n,n,6,17,2,594,old,manmade,uninformed,uninformed2,white,cyan,1,0
STICK,N,Y,5,39,1,604,old,manmade,uninformed,uninformed2,white,cyan,1,0
SKULL,N,N,5,3,1,570,old,manmade,uninformed,uninformed2,white,cyan,1,0
LOCKER,Y,N,6,9,2,586,old,manmade,uninformed,uninformed2,white,cyan,1,0
VINEGAR,y,y,7,9,3,645,old,manmade,uninformed,uninformed2,white,cyan,1,0
ROBIN,N,Y,5,2,2,637,old,manmade,uninformed,uninformed2,white,cyan,1,0
CREAM,Y,Y,5,20,1,621,old,manmade,uninformed,uninformed2,white,cyan,1,0
STEM,N,Y,4,29,1,556,old,manmade,uninformed,uninformed2,white,cyan,1,0
LEATHER,Y,Y,7,24,2,575,old,manmade,uninformed,uninformed2,white,cyan,1,0
BAGPIPE,Y,N,7,1,2,601,old,manmade,uninformed,uninformed2,white,cyan,1,0
PYTHON,N,N,6,14,2,580,old,manmade,uninformed,uninformed2,white,cyan,1,0
MEDAL,y,y,5,7,2,571,old,manmade,uninformed,uninformed2,white,cyan,1,0
BANDAGE,Y,Y,7,4,2,639,old,manmade,uninformed,uninformed2,white,cyan,1,0
RUST,N,Y,4,10,1,553,old,manmade,uninformed,uninformed2,white,cyan,1,0
CARBON,N,Y,6,30,2,511,old,manmade,uninformed,uninformed2,white,cyan,1,0
GARLIC,N,Y,6,4,2,636,old,shoebox,uninformed,uninformed2,white,red,1,0
VELVET,Y,Y,6,4,2,580,old,shoebox,uninformed,uninformed2,white,red,1,0
PENCIL,Y,Y,6,34,2,617,old,shoebox,uninformed,uninformed2,white,red,1,0
CANDLE,Y,Y,6,18,2,565,old,shoebox,uninformed,uninformed2,white,red,1,0
CASH,Y,Y,4,36,1,547,old,shoebox,uninformed,uninformed2,white,red,1,0
PARADE,Y,N,6,25,2,523,old,shoebox,uninformed,uninformed2,white,red,1,0
BACTERIA,N,Y,8,8,3,560,old,shoebox,uninformed,uninformed2,white,red,1,0
PLUM,N,Y,4,1,1,632,old,shoebox,uninformed,uninformed2,white,red,1,0
FLAG,Y,Y,4,16,1,606,old,shoebox,uninformed,uninformed2,white,red,1,0
BOUQUET,y,y,7,4,2,566,old,shoebox,uninformed,uninformed2,white,red,1,0
LIMB,N,N,4,5,1,590,old,shoebox,uninformed,uninformed2,white,red,1,0
NECKLACE,Y,Y,8,3,2,633,old,shoebox,uninformed,uninformed2,white,red,1,0
BARK,N,Y,4,14,1,563,old,shoebox,uninformed,uninformed2,white,red,1,0
CONE,Y,Y,4,13,1,573,old,shoebox,uninformed,uninformed2,white,red,1,0
MOSS,N,Y,4,9,1,575,old,shoebox,uninformed,uninformed2,white,red,1,0
SUNSET,N,N,6,14,2,525,old,shoebox,uninformed,uninformed2,white,red,1,0
BATH,Y,N,4,26,1,600,old,shoebox,uninformed,uninformed2,white,red,1,0
EAGLE,N,N,5,5,2,616,old,shoebox,uninformed,uninformed2,white,red,1,0
BLADE,y,y,5,13,1,584,old,shoebox,uninformed,uninformed2,white,red,1,0
SCISSORS,Y,Y,8,1,2,596,old,shoebox,uninformed,uninformed2,white,red,1,0
MULE,N,N,4,4,1,592,old,shoebox,uninformed,uninformed2,white,red,1,0
BOULDER,N,N,7,10,2,597,old,shoebox,uninformed,uninformed2,white,red,1,0
FURNACE,Y,N,7,11,2,600,old,shoebox,uninformed,uninformed2,white,red,1,0
CHESTNUT,N,Y,8,5,2,600,old,shoebox,uninformed,uninformed2,white,red,1,0
INSECT,N,Y,6,14,2,593,old,shoebox,uninformed,uninformed2,white,red,1,0
