word,manmade,shoebox,nletters,freq,nsyllables,concreteness,old_new,study_judgment,cue_condition,study_phase,cue_color,box_color,show_cue,show_nocue
RAIL,Y,N,4,16,1,540,old,manmade,uninformed,uninformed1,white,cyan,1,0
FENCE,Y,N,5,30,1,597,old,manmade,uninformed,uninformed1,white,cyan,1,0
KNUCKLE,Y,Y,7,3,2,586,old,manmade,uninformed,uninformed1,white,cyan,1,0
OYSTER,N,Y,6,6,2,573,old,manmade,uninformed,uninformed1,white,cyan,1,0
BANANA,N,Y,6,4,3,633,old,manmade,uninformed,uninformed1,white,cyan,1,0
JACKET,Y,N,6,33,2,635,old,manmade,uninformed,uninformed1,white,cyan,1,0
SOFA,Y,N,4,6,2,629,old,manmade,uninformed,uninformed1,white,cyan,1,0
MIRROR,Y,Y,6,27,1,605,old,manmade,uninformed,uninformed1,white,cyan,1,0
DOLL,Y,Y,4,10,1,588,old,manmade,uninformed,uninformed1,white,cyan,1,0
PEARL,N,Y,5,9,1,597,old,manmade,uninformed,uninformed1,white,cyan,1,0
CHALK,Y,Y,5,3,1,634,old,manmade,uninformed,uninformed1,white,cyan,1,0
DOUGH,Y,Y,5,13,1,627,old,manmade,uninformed,uninformed1,white,cyan,1,0
ORANGE,n,y,6,23,2,601,old,manmade,uninformed,uninformed1,white,cyan,1,0
CAPSULE,Y,Y,7,5,2,540,old,manmade,uninformed,uninformed1,white,cyan,1,0
CLOUD,N,N,5,28,1,554,old,manmade,uninformed,uninformed1,white,cyan,1,0
STARCH,n,y,6,4,1,555,old,manmade,uninformed,uninformed1,white,cyan,1,0
OTTER,N,N,5,5,2,631,old,manmade,uninformed,uninformed1,white,cyan,1,0
HARE,N,N,4,1,1,615,old,manmade,uninformed,uninformed1,white,cyan,1,0
BADGE,Y,Y,5,5,1,561,old,manmade,uninformed,uninformed1,white,cyan,1,0
CORAL,n,y,5,5,2,572,old,manmade,uninformed,uninformed1,white,cyan,1,0
WHEAT,N,Y,5,9,1,594,old,manmade,uninformed,uninformed1,white,cyan,1,0
BLADE,y,y,5,13,1,584,old,manmade,uninformed,uninformed1,white,cyan,1,0
DITCH,N,N,5,10,1,555,old,manmade,uninformed,uninformed1,white,cyan,1,0
HERB,N,Y,4,7,1,558,old,manmade,uninformed,uninformed1,white,cyan,1,0
LACE,Y,Y,4,7,1,545,old,manmade,uninformed,uninformed1,white,cyan,1,0
TOAST,Y,Y,5,19,1,582,old,shoebox,uninformed,uninformed1,white,red,1,0
SODA,Y,Y,4,3,2,600,old,shoebox,uninformed,uninformed1,white,red,1,0
COAL,N,Y,4,32,1,584,old,shoebox,uninformed,uninformed1,white,red,1,0
CARPET,Y,N,6,13,2,581,old,shoebox,uninformed,uninformed1,white,red,1,0
SACK,Y,Y,4,8,1,582,old,shoebox,uninformed,uninformed1,white,red,1,0
CLOVER,N,Y,6,16,2,554,old,shoebox,uninformed,uninformed1,white,red,1,0
SHEEP,N,N,5,23,1,622,old,shoebox,uninformed,uninformed1,white,red,1,0
TAIL,N,Y,4,24,1,613,old,shoebox,uninformed,uninformed1,white,red,1,0
AXLE,Y,N,4,5,2,555,old,shoebox,uninformed,uninformed1,white,red,1,0
SQUIRREL,N,Y,8,1,2,612,old,shoebox,uninformed,uninformed1,white,red,1,0
SPARK,N,Y,5,12,1,526,old,shoebox,uninformed,uninformed1,white,red,1,0
GINGER,N,Y,6,2,2,522,old,shoebox,uninformed,uninformed1,white,red,1,0
VEIL,Y,Y,4,8,1,560,old,shoebox,uninformed,uninformed1,white,red,1,0
BIRCH,N,N,5,2,1,620,old,shoebox,uninformed,uninformed1,white,red,1,0
GIFT,Y,Y,4,33,1,533,old,shoebox,uninformed,uninformed1,white,red,1,0
BASEMENT,Y,N,8,31,2,585,old,shoebox,uninformed,uninformed1,white,red,1,0
CLOAK,Y,Y,5,3,1,543,old,shoebox,uninformed,uninformed1,white,red,1,0
CAMERA,Y,Y,6,36,2,627,old,shoebox,uninformed,uninformed1,white,red,1,0
PALACE,Y,N,6,38,2,579,old,shoebox,uninformed,uninformed1,white,red,1,0
PEAR,N,Y,4,6,1,634,old,shoebox,uninformed,uninformed1,white,red,1,0
VINE,N,Y,4,4,1,601,old,shoebox,uninformed,uninformed1,white,red,1,0
BOULDER,N,N,7,10,2,597,old,shoebox,uninformed,uninformed1,white,red,1,0
GALLERY,Y,N,7,31,3,569,old,shoebox,uninformed,uninformed1,white,red,1,0
RACKET,Y,N,6,5,2,562,old,shoebox,uninformed,uninformed1,white,red,1,0
SPEAR,Y,N,5,7,1,584,old,shoebox,uninformed,uninformed1,white,red,1,0
