setID,word,manmade,shoebox,nletters,freq,nsyllables,concreteness,item_type,study_judgment,study_condition
set29,PEAR,N,Y,4,6,1,634,old,shoebox,informed
set29,VASE,Y,N,4,4,1,595,old,manmade,informed
set29,NECTAR,N,Y,6,3,2,556,old,manmade,informed
set29,WOLF,N,N,4,6,1,595,old,manmade,uninformed
set29,FLOOD,N,N,5,19,1,553,old,shoebox,informed
set29,CORK,Y,Y,4,9,1,608,old,shoebox,informed
set29,BIRD,N,Y,4,31,1,602,old,manmade,uninformed
set29,SEAWEED,N,Y,7,3,2,593,old,shoebox,informed
set29,BOOT,Y,Y,4,13,1,595,old,manmade,informed
set29,SEAM,Y,Y,4,9,1,538,old,manmade,uninformed
set29,LENS,Y,Y,4,12,1,573,old,manmade,informed
set29,COSTUME,Y,N,7,10,2,544,old,shoebox,informed
set29,STATUE,Y,N,6,17,2,600,old,manmade,uninformed
set29,TANK,Y,N,4,12,1,581,old,manmade,informed
set29,NEST,N,Y,4,20,1,557,old,shoebox,uninformed
set29,VEHICLE,Y,N,7,35,3,558,old,shoebox,uninformed
set29,PASTE,Y,Y,5,10,1,559,old,shoebox,informed
set29,TOOL,Y,Y,4,40,1,570,old,manmade,uninformed
set29,JAIL,Y,N,4,21,1,590,old,manmade,uninformed
set29,LOTION,Y,Y,6,8,2,534,old,manmade,uninformed
set29,SWORD,Y,N,5,7,1,577,old,shoebox,informed
set29,FRUIT,N,Y,5,35,1,612,old,shoebox,uninformed
set29,BASS,N,Y,4,16,1,547,old,manmade,informed
set29,OUTFIT,Y,Y,6,16,2,515,old,manmade,uninformed
set29,GARLIC,N,Y,6,4,2,636,old,manmade,informed
set29,TEMPLE,Y,N,6,38,2,565,old,shoebox,uninformed
set29,ESSAY,Y,Y,5,19,2,527,old,manmade,informed
set29,POTATO,N,Y,6,15,3,629,old,manmade,informed
set29,DIAMOND,N,Y,7,8,2,610,old,manmade,informed
set29,PALACE,Y,N,6,38,2,579,old,shoebox,uninformed
set29,DEER,N,N,4,13,1,631,old,shoebox,informed
set29,BUTTON,Y,Y,6,10,2,613,old,shoebox,informed
set29,PATCH,Y,Y,5,13,1,558,old,manmade,informed
set29,PIANO,Y,N,5,38,3,615,old,shoebox,uninformed
set29,CARPET,Y,N,6,13,2,581,old,shoebox,uninformed
set29,SOCK,Y,Y,4,4,1,581,old,manmade,uninformed
set29,PUDDLE,N,N,6,1,2,604,old,shoebox,informed
set29,GARMENT,Y,Y,7,6,2,552,old,manmade,informed
set29,WOMB,N,N,4,1,1,538,old,manmade,uninformed
set29,ABDOMEN,N,Y,7,6,3,586,old,shoebox,informed
set29,STAIN,N,Y,5,6,1,535,old,manmade,uninformed
set29,CARROT,N,Y,6,1,2,622,old,manmade,uninformed
set29,LOCK,Y,Y,4,23,1,565,old,shoebox,uninformed
set29,MACKEREL,N,Y,8,2,2,636,old,shoebox,informed
set29,ELEPHANT,N,N,8,7,3,628,old,shoebox,uninformed
set29,GOWN,Y,Y,4,16,1,586,old,manmade,uninformed
set29,SPARK,N,Y,5,12,1,526,old,shoebox,uninformed
set29,LAUNDRY,Y,N,7,5,2,576,old,shoebox,informed
set29,FLAME,N,Y,5,17,1,582,old,shoebox,informed
set29,LANE,Y,N,4,30,1,537,old,manmade,uninformed
set29,BUSH,N,N,4,14,1,585,old,shoebox,informed
set29,WHIP,Y,N,4,19,1,570,old,shoebox,uninformed
set29,CASH,Y,Y,4,36,1,547,old,manmade,uninformed
set29,SPONGE,Y,Y,6,7,1,597,old,manmade,informed
set29,CABBAGE,N,Y,7,4,2,611,old,manmade,informed
set29,GATE,Y,N,4,37,1,573,old,shoebox,informed
set29,COLLAR,Y,Y,6,17,2,622,old,shoebox,uninformed
set29,RIBBON,Y,Y,6,12,2,600,old,shoebox,informed
set29,PAINT,Y,Y,5,37,1,577,old,manmade,informed
set29,COIN,Y,Y,4,10,1,581,old,manmade,uninformed
set29,BEEF,N,Y,4,32,1,637,old,shoebox,informed
set29,MINK,N,N,4,5,1,589,old,manmade,informed
set29,TULIP,N,Y,5,4,2,619,old,shoebox,uninformed
set29,CROW,N,Y,4,2,1,590,old,manmade,uninformed
set29,BARREL,Y,N,6,24,2,590,old,manmade,uninformed
set29,BUBBLE,N,Y,6,12,2,563,old,manmade,informed
set29,CORRIDOR,Y,N,8,17,3,568,old,shoebox,uninformed
set29,SOFA,Y,N,4,6,2,629,old,shoebox,informed
set29,MINERAL,N,Y,7,12,3,527,old,manmade,uninformed
set29,IVORY,N,Y,5,17,3,571,old,manmade,informed
set29,PARADE,Y,N,6,25,2,523,old,shoebox,uninformed
set29,CREATURE,N,N,8,15,2,541,old,shoebox,uninformed
set29,MAGAZINE,Y,Y,8,39,3,588,old,manmade,uninformed
set29,CHART,Y,Y,5,22,1,532,old,shoebox,informed
set29,CAMEL,N,N,5,1,2,597,old,shoebox,informed
set29,PLUG,Y,Y,4,23,1,558,old,manmade,informed
set29,FURNACE,Y,N,7,11,2,600,old,shoebox,uninformed
set29,WAIST,N,N,5,11,1,563,old,shoebox,informed
set29,PEACH,N,Y,5,3,1,617,old,shoebox,informed
set29,CAMERA,Y,Y,6,36,2,627,old,manmade,uninformed
set29,MENU,Y,Y,4,5,2,555,old,shoebox,uninformed
set29,WOOL,N,Y,4,10,1,608,old,shoebox,uninformed
set29,FENCE,Y,N,5,30,1,597,old,shoebox,informed
set29,CHESTNUT,N,Y,8,5,2,600,old,manmade,informed
set29,TOAST,Y,Y,5,19,1,582,old,manmade,informed
set29,SLEEVE,Y,Y,6,11,1,587,old,shoebox,uninformed
set29,PILLOW,Y,N,6,8,2,613,old,manmade,informed
set29,ANKLE,N,Y,5,8,2,608,old,shoebox,informed
set29,CAVE,N,N,4,9,1,592,old,shoebox,informed
set29,RAMP,Y,N,4,6,1,538,old,shoebox,uninformed
set29,BISCUIT,Y,Y,7,2,2,574,old,manmade,informed
set29,SPADE,Y,Y,5,10,1,565,old,manmade,uninformed
set29,MONKEY,N,N,6,9,2,566,old,shoebox,uninformed
set29,PIER,Y,N,4,3,1,588,old,manmade,uninformed
set29,JERSEY,Y,Y,6,25,2,621,old,shoebox,informed
set29,SHED,Y,N,4,11,1,611,old,manmade,uninformed
set29,TRUMPET,Y,N,7,7,2,608,old,shoebox,uninformed
set29,TONGUE,N,Y,6,35,1,634,old,manmade,uninformed
set29,STOOL,Y,N,5,8,1,592,old,manmade,informed
set29,RUST,N,Y,4,10,1,553,old,manmade,uninformed
set29,SKULL,N,N,5,3,1,570,old,shoebox,uninformed
set29,SUPPER,Y,Y,6,37,2,563,old,manmade,uninformed
set29,COAL,N,Y,4,32,1,584,old,shoebox,informed
set29,BELL,Y,Y,4,18,1,620,old,manmade,uninformed
set29,CLOUD,N,N,5,28,1,554,old,shoebox,uninformed
set29,HARE,N,N,4,1,1,615,old,shoebox,uninformed
set29,HEEL,N,Y,4,9,1,579,old,manmade,informed
set29,BLANKET,Y,N,7,30,2,622,old,manmade,uninformed
set29,UMBRELLA,Y,N,8,8,3,606,old,shoebox,uninformed
set29,TIMBER,N,N,6,19,2,578,old,shoebox,informed
set29,BALLOON,Y,Y,7,10,2,623,old,shoebox,informed
set29,DRAIN,Y,Y,5,18,1,591,old,manmade,informed
set29,LIMB,N,N,4,5,1,590,old,manmade,uninformed
set29,ROOT,N,Y,4,30,1,558,old,shoebox,informed
set29,LACE,Y,Y,4,7,1,545,old,shoebox,uninformed
set29,PORK,N,N,4,10,1,585,old,shoebox,informed
set29,NEEDLE,Y,Y,6,15,2,608,old,manmade,informed
set29,DRILL,Y,Y,5,33,1,516,old,shoebox,uninformed
set29,OATMEAL,Y,Y,7,1,2,552,old,manmade,informed
set29,SHELL,N,Y,5,22,1,597,old,manmade,informed
set29,KNEE,N,Y,4,35,1,593,old,manmade,informed
set29,BREEZE,N,N,6,14,1,500,old,shoebox,uninformed
set29,WRECK,Y,N,5,8,1,505,old,manmade,informed
set29,CHERRY,N,Y,6,6,2,611,old,manmade,informed
set29,LIVER,N,Y,5,16,2,617,old,manmade,informed
set29,ROBIN,N,Y,5,2,2,637,old,shoebox,uninformed
set29,LOCKER,Y,N,6,9,2,586,old,shoebox,informed
set29,LAMB,N,N,4,7,1,633,old,manmade,informed
set29,STOVE,Y,N,5,15,1,591,old,shoebox,informed
set29,CAPE,Y,Y,4,20,1,581,old,shoebox,uninformed
set29,CHAPEL,Y,N,6,20,2,587,old,shoebox,informed
set29,GARDENIA,N,Y,8,1,3,576,old,manmade,uninformed
set29,BLOSSOM,N,Y,7,7,2,559,old,shoebox,uninformed
set29,WALLET,Y,Y,6,6,2,584,old,shoebox,informed
set29,POSTER,Y,N,6,4,2,592,old,shoebox,uninformed
set29,BRACELET,Y,Y,8,1,2,602,old,manmade,uninformed
set29,FLAG,Y,Y,4,16,1,606,old,shoebox,informed
set29,BEAN,N,Y,4,5,1,604,old,shoebox,uninformed
set29,PINE,N,N,4,14,1,592,old,shoebox,uninformed
set29,TUBE,Y,Y,4,31,1,581,old,manmade,informed
set29,SHOVEL,Y,N,6,5,2,581,old,manmade,uninformed
set29,DAWN,N,N,4,28,1,501,old,manmade,uninformed
set29,TAIL,N,Y,4,24,1,613,old,shoebox,informed
set29,SPRAY,Y,Y,5,16,1,514,old,manmade,uninformed
set29,DECK,Y,N,4,23,1,566,old,manmade,uninformed
set29,CARRIAGE,Y,N,8,11,2,576,old,shoebox,informed
set29,PLANK,Y,N,5,7,1,592,old,shoebox,informed
set29,OTTER,N,N,5,5,2,631,old,shoebox,uninformed
set29,TRIBE,Y,N,5,4,1,504,old,manmade,uninformed
set29,HOOF,N,Y,4,2,1,596,old,shoebox,uninformed
set29,TRASH,Y,Y,5,2,1,588,old,manmade,informed
set29,SLOPE,N,N,5,19,1,513,old,shoebox,uninformed
set29,PALM,N,Y,4,22,1,596,old,manmade,uninformed
set29,CAGE,Y,N,4,9,1,593,old,shoebox,uninformed
set29,VELVET,Y,Y,6,4,2,580,old,manmade,informed
set29,TIGER,N,N,5,7,2,611,old,manmade,uninformed
set29,DIME,Y,Y,4,4,1,582,old,shoebox,informed
set29,JACKET,Y,N,6,33,2,635,old,manmade,informed
set29,CHEESE,Y,Y,6,9,1,624,old,shoebox,uninformed
set29,AXLE,Y,N,4,5,2,555,old,manmade,uninformed
set29,SHRIMP,N,Y,6,2,1,629,old,manmade,informed
