setID,word,manmade,shoebox,nletters,freq,nsyllables,concreteness,item_type,study_judgment,study_condition
set39,PENCIL,Y,Y,6,34,2,617,old,shoebox,uninformed
set39,SOCK,Y,Y,4,4,1,581,old,manmade,informed
set39,CHESTNUT,N,Y,8,5,2,600,old,shoebox,informed
set39,STAR,N,N,4,25,1,574,old,shoebox,informed
set39,CAPSULE,Y,Y,7,5,2,540,old,shoebox,uninformed
set39,GALLERY,Y,N,7,31,3,569,old,manmade,uninformed
set39,COFFIN,Y,N,6,7,2,595,old,shoebox,uninformed
set39,CIDER,Y,Y,5,2,2,626,old,shoebox,informed
set39,BACTERIA,N,Y,8,8,3,560,old,shoebox,uninformed
set39,BUBBLE,N,Y,6,12,2,563,old,manmade,informed
set39,POLE,Y,N,4,18,1,577,old,shoebox,uninformed
set39,GARDENIA,N,Y,8,1,3,576,old,shoebox,uninformed
set39,TOAST,Y,Y,5,19,1,582,old,manmade,informed
set39,VELVET,Y,Y,6,4,2,580,old,manmade,informed
set39,CABLE,Y,Y,5,7,2,544,old,manmade,informed
set39,WORM,N,Y,4,4,1,611,old,shoebox,uninformed
set39,CHAPEL,Y,N,6,20,2,587,old,manmade,informed
set39,KETTLE,Y,N,6,3,2,602,old,manmade,informed
set39,SOAP,Y,Y,4,22,1,598,old,manmade,uninformed
set39,LAWN,Y,N,4,15,1,588,old,shoebox,uninformed
set39,DRUM,Y,N,4,11,1,602,old,manmade,informed
set39,CLOSET,Y,N,6,16,2,599,old,manmade,uninformed
set39,CARBON,N,Y,6,30,2,511,old,manmade,uninformed
set39,TUNNEL,Y,N,6,10,2,555,old,shoebox,uninformed
set39,LAMB,N,N,4,7,1,633,old,manmade,informed
set39,STEM,N,Y,4,29,1,556,old,manmade,uninformed
set39,DUCK,N,Y,4,9,1,606,old,manmade,uninformed
set39,DOLL,Y,Y,4,10,1,588,old,shoebox,informed
set39,PALM,N,Y,4,22,1,596,old,manmade,informed
set39,SILK,Y,Y,4,12,1,538,old,manmade,uninformed
set39,SHOE,Y,Y,4,14,1,600,old,shoebox,informed
set39,BALLOON,Y,Y,7,10,2,623,old,manmade,uninformed
set39,TENT,Y,N,4,20,1,608,old,shoebox,informed
set39,BANNER,Y,Y,6,8,2,567,old,shoebox,uninformed
set39,GINGER,N,Y,6,2,2,522,old,manmade,uninformed
set39,STEW,Y,Y,4,5,1,603,old,shoebox,informed
set39,CAVE,N,N,4,9,1,592,old,manmade,uninformed
set39,BONE,N,Y,4,33,1,588,old,shoebox,informed
set39,MEAL,Y,Y,4,30,1,602,old,shoebox,informed
set39,SHRIMP,N,Y,6,2,1,629,old,manmade,uninformed
set39,SAIL,Y,N,4,12,1,567,old,shoebox,uninformed
set39,CRYSTAL,N,Y,7,23,2,587,old,shoebox,uninformed
set39,POISON,N,Y,6,10,2,527,old,shoebox,informed
set39,CREATURE,N,N,8,15,2,541,old,manmade,uninformed
set39,ABDOMEN,N,Y,7,6,3,586,old,manmade,uninformed
set39,SPINACH,N,Y,7,2,2,589,old,manmade,uninformed
set39,FLEA,N,Y,4,2,1,625,old,shoebox,informed
set39,PALACE,Y,N,6,38,2,579,old,manmade,informed
set39,BARREL,Y,N,6,24,2,590,old,manmade,uninformed
set39,HARE,N,N,4,1,1,615,old,shoebox,uninformed
set39,SPRAY,Y,Y,5,16,1,514,old,manmade,uninformed
set39,PONY,N,N,4,10,2,611,old,shoebox,informed
set39,BUCKET,Y,N,6,7,2,594,old,manmade,uninformed
set39,FISH,N,Y,4,35,1,597,old,shoebox,uninformed
set39,FEAST,Y,N,5,3,1,542,old,shoebox,uninformed
set39,TEMPLE,Y,N,6,38,2,565,old,shoebox,informed
set39,SCRATCH,N,N,7,9,1,523,old,manmade,informed
set39,BREEZE,N,N,6,14,1,500,old,shoebox,uninformed
set39,MOSQUITO,N,Y,8,1,3,595,old,shoebox,uninformed
set39,SHOWER,Y,N,6,15,1,588,old,manmade,informed
set39,SHEEP,N,N,5,23,1,622,old,manmade,informed
set39,GATE,Y,N,4,37,1,573,old,manmade,informed
set39,TOAD,N,Y,4,4,1,568,old,shoebox,uninformed
set39,SUNSET,N,N,6,14,2,525,old,shoebox,informed
set39,JUICE,N,Y,5,11,1,599,old,manmade,informed
set39,LION,N,N,4,17,1,627,old,shoebox,uninformed
set39,DITCH,N,N,5,10,1,555,old,shoebox,informed
set39,SPONGE,Y,Y,6,7,1,597,old,shoebox,uninformed
set39,DIAL,Y,Y,4,1,1,537,old,manmade,informed
set39,JERSEY,Y,Y,6,25,2,621,old,manmade,uninformed
set39,GARMENT,Y,Y,7,6,2,552,old,manmade,uninformed
set39,HOOD,Y,Y,4,7,1,547,old,shoebox,informed
set39,GRAVEL,N,Y,6,9,2,587,old,manmade,uninformed
set39,BERRY,N,Y,5,9,2,573,old,manmade,informed
set39,SCISSORS,Y,Y,8,1,2,596,old,manmade,uninformed
set39,BOULDER,N,N,7,10,2,597,old,shoebox,uninformed
set39,TRASH,Y,Y,5,2,1,588,old,manmade,uninformed
set39,CORRIDOR,Y,N,8,17,3,568,old,shoebox,informed
set39,LODGE,Y,N,5,19,1,538,old,shoebox,informed
set39,PINE,N,N,4,14,1,592,old,shoebox,uninformed
set39,CANDLE,Y,Y,6,18,2,565,old,manmade,informed
set39,BUSH,N,N,4,14,1,585,old,manmade,informed
set39,KNEE,N,Y,4,35,1,593,old,manmade,uninformed
set39,LANE,Y,N,4,30,1,537,old,shoebox,informed
set39,IVORY,N,Y,5,17,3,571,old,manmade,uninformed
set39,SWEAT,N,Y,5,23,1,569,old,manmade,uninformed
set39,SCAR,N,Y,4,10,1,552,old,shoebox,informed
set39,PLANK,Y,N,5,7,1,592,old,shoebox,uninformed
set39,MENU,Y,Y,4,5,2,555,old,shoebox,uninformed
set39,SKULL,N,N,5,3,1,570,old,manmade,uninformed
set39,CONE,Y,Y,4,13,1,573,old,shoebox,informed
set39,WAIST,N,N,5,11,1,563,old,shoebox,informed
set39,LAMP,Y,N,4,18,1,615,old,shoebox,informed
set39,FLOWER,N,Y,6,23,1,584,old,manmade,uninformed
set39,UMBRELLA,Y,N,8,8,3,606,old,shoebox,informed
set39,RIBBON,Y,Y,6,12,2,600,old,manmade,informed
set39,VINE,N,Y,4,4,1,601,old,shoebox,informed
set39,PODIUM,Y,N,6,1,2,546,old,shoebox,uninformed
set39,FUEL,Y,Y,4,17,1,559,old,shoebox,informed
set39,HAMMER,Y,Y,6,9,2,605,old,manmade,informed
set39,SODA,Y,Y,4,3,2,600,old,shoebox,informed
set39,JAIL,Y,N,4,21,1,590,old,shoebox,uninformed
set39,TRIBE,Y,N,5,4,1,504,old,shoebox,informed
set39,SPADE,Y,Y,5,10,1,565,old,manmade,informed
set39,CAGE,Y,N,4,9,1,593,old,manmade,uninformed
set39,STORM,N,N,5,26,1,527,old,manmade,uninformed
set39,BASEMENT,Y,N,8,31,2,585,old,shoebox,informed
set39,ESSAY,Y,Y,5,19,2,527,old,manmade,uninformed
set39,MIRROR,Y,Y,6,27,1,605,old,manmade,uninformed
set39,CALF,N,N,4,11,1,592,old,manmade,uninformed
set39,CHEESE,Y,Y,6,9,1,624,old,shoebox,informed
set39,CLOUD,N,N,5,28,1,554,old,shoebox,uninformed
set39,PIANO,Y,N,5,38,3,615,old,shoebox,uninformed
set39,NECKLACE,Y,Y,8,3,2,633,old,manmade,uninformed
set39,WRECK,Y,N,5,8,1,505,old,shoebox,informed
set39,LIVER,N,Y,5,16,2,617,old,manmade,uninformed
set39,CASH,Y,Y,4,36,1,547,old,manmade,informed
set39,PEAR,N,Y,4,6,1,634,old,manmade,informed
set39,CEILING,Y,N,7,31,2,606,old,shoebox,informed
set39,SKIRT,Y,Y,5,21,1,614,old,shoebox,uninformed
set39,PILLOW,Y,N,6,8,2,613,old,shoebox,informed
set39,MOUSE,N,Y,5,10,1,624,old,manmade,informed
set39,COSTUME,Y,N,7,10,2,544,old,shoebox,uninformed
set39,CREAM,Y,Y,5,20,1,621,old,shoebox,uninformed
set39,KENNEL,Y,N,6,3,2,611,old,shoebox,informed
set39,BLOSSOM,N,Y,7,7,2,559,old,manmade,informed
set39,BISCUIT,Y,Y,7,2,2,574,old,shoebox,uninformed
set39,CAKE,Y,Y,4,13,1,624,old,manmade,uninformed
set39,TOMATO,N,Y,6,4,3,662,old,shoebox,uninformed
set39,TROUT,N,Y,5,4,1,617,old,manmade,informed
set39,STICK,N,Y,5,39,1,604,old,shoebox,uninformed
set39,TOOTH,N,Y,5,20,1,619,old,manmade,informed
set39,TOILET,Y,N,6,13,2,586,old,shoebox,uninformed
set39,MOUNTAIN,N,N,8,33,2,616,old,manmade,uninformed
set39,SLOPE,N,N,5,19,1,513,old,manmade,uninformed
set39,CHART,Y,Y,5,22,1,532,old,manmade,informed
set39,GOLF,Y,N,4,34,1,540,old,shoebox,uninformed
set39,JADE,N,Y,4,1,1,570,old,manmade,informed
set39,ARROW,Y,N,5,14,2,595,old,shoebox,informed
set39,TOOL,Y,Y,4,40,1,570,old,shoebox,informed
set39,STATUE,Y,N,6,17,2,600,old,manmade,uninformed
set39,NAPKIN,Y,Y,6,3,2,585,old,manmade,informed
set39,TENNIS,Y,N,6,15,2,574,old,shoebox,uninformed
set39,BELL,Y,Y,4,18,1,620,old,manmade,informed
set39,TIGER,N,N,5,7,2,611,old,manmade,uninformed
set39,GOAT,N,N,4,6,1,636,old,shoebox,uninformed
set39,PLUG,Y,Y,4,23,1,558,old,manmade,uninformed
set39,SALOON,Y,N,6,12,2,575,old,shoebox,informed
set39,LOTION,Y,Y,6,8,2,534,old,shoebox,uninformed
set39,SOFA,Y,N,4,6,2,629,old,shoebox,uninformed
set39,LEMON,N,Y,5,18,2,608,old,manmade,uninformed
set39,MUSTARD,Y,Y,7,20,2,595,old,shoebox,informed
set39,HEEL,N,Y,4,9,1,579,old,shoebox,uninformed
set39,DAWN,N,N,4,28,1,501,old,shoebox,informed
set39,PEPPER,N,Y,6,13,2,591,old,manmade,informed
set39,THUNDER,N,N,7,14,2,547,old,shoebox,uninformed
set39,SPRUCE,N,N,6,5,1,568,old,shoebox,uninformed
set39,ENVELOPE,Y,Y,8,21,3,579,old,shoebox,informed
set39,NEEDLE,Y,Y,6,15,2,608,old,manmade,uninformed
set39,BOOTH,Y,N,5,7,1,556,old,shoebox,uninformed
set39,BEVERAGE,Y,Y,8,5,3,526,old,shoebox,uninformed
set39,TANK,Y,N,4,12,1,581,old,manmade,informed
set39,BEAN,N,Y,4,5,1,604,old,manmade,uninformed
set39,WHIP,Y,N,4,19,1,570,old,shoebox,uninformed
set39,PYRAMID,Y,N,7,2,3,615,old,manmade,uninformed
set39,BLOUSE,Y,Y,6,1,1,640,old,manmade,informed
set39,AXLE,Y,N,4,5,2,555,old,shoebox,uninformed
set39,FROG,N,Y,4,1,1,619,old,manmade,informed
set39,LOCK,Y,Y,4,23,1,565,old,manmade,informed
set39,MULE,N,N,4,4,1,592,old,shoebox,informed
set39,GARBAGE,Y,Y,7,7,2,572,old,manmade,uninformed
set39,FACTORY,Y,N,7,32,3,586,old,shoebox,informed
set39,CLOVER,N,Y,6,16,2,554,old,manmade,informed
set39,PARADE,Y,N,6,25,2,523,old,shoebox,informed
set39,CARPET,Y,N,6,13,2,581,old,manmade,uninformed
set39,HELMET,Y,N,6,1,2,602,old,shoebox,informed
set39,STRING,Y,Y,6,19,1,570,old,manmade,informed
set39,SILVER,N,Y,6,29,2,564,old,shoebox,uninformed
set39,DIAMOND,N,Y,7,8,2,610,old,manmade,informed
set39,INSECT,N,Y,6,14,2,593,old,shoebox,informed
set39,LACE,Y,Y,4,7,1,545,old,manmade,informed
set39,CHERRY,N,Y,6,6,2,611,old,shoebox,uninformed
set39,GLOVE,Y,Y,5,9,1,607,old,manmade,informed
set39,RUST,N,Y,4,10,1,553,old,manmade,informed
set39,COKE,Y,Y,4,4,1,580,old,shoebox,informed
set39,HOOF,N,Y,4,2,1,596,old,shoebox,uninformed
set39,BATH,Y,N,4,26,1,600,old,shoebox,informed
set39,KNUCKLE,Y,Y,7,3,2,586,old,manmade,uninformed
set39,PEACH,N,Y,5,3,1,617,old,shoebox,uninformed
set39,NECTAR,N,Y,6,3,2,556,old,shoebox,uninformed
set39,HONEY,N,Y,5,25,2,611,old,manmade,informed
set39,JEEP,Y,N,4,16,1,622,old,shoebox,uninformed
set39,DOUGH,Y,Y,5,13,1,627,old,manmade,uninformed
set39,THUMB,N,Y,5,10,1,638,old,shoebox,uninformed
set39,CARROT,N,Y,6,1,2,622,old,manmade,informed
set39,LIME,N,Y,4,13,1,590,old,manmade,uninformed
set39,SEAL,N,N,4,17,1,587,old,shoebox,informed
set39,HEDGE,Y,N,5,2,1,615,old,shoebox,informed
set39,ROPE,Y,Y,4,15,1,608,old,shoebox,uninformed
set39,DOORWAY,Y,N,7,15,2,578,old,manmade,informed
set39,MINK,N,N,4,5,1,589,old,manmade,informed
set39,SPARK,N,Y,5,12,1,526,old,manmade,uninformed
set39,ROBIN,N,Y,5,2,2,637,old,shoebox,informed
set39,FLAME,N,Y,5,17,1,582,old,manmade,uninformed
set39,ROOT,N,Y,4,30,1,558,old,shoebox,informed
set39,DIME,Y,Y,4,4,1,582,old,shoebox,uninformed
set39,MAGNET,Y,Y,6,3,2,550,old,manmade,uninformed
set39,COTTON,N,Y,6,38,2,608,old,shoebox,informed
set39,POSTER,Y,N,6,4,2,592,old,shoebox,uninformed
set39,TIMBER,N,N,6,19,2,578,old,manmade,informed
set39,TEAR,N,Y,4,11,1,504,old,manmade,uninformed
set39,SWORD,Y,N,5,7,1,577,old,manmade,informed
set39,SQUIRREL,N,Y,8,1,2,612,old,shoebox,uninformed
set39,FENCE,Y,N,5,30,1,597,old,manmade,informed
set39,COLLAR,Y,Y,6,17,2,622,old,manmade,informed
set39,HAWK,N,N,4,14,1,623,old,manmade,informed
set39,FLOOD,N,N,5,19,1,553,old,shoebox,uninformed
set39,DRAIN,Y,Y,5,18,1,591,old,manmade,uninformed
set39,TULIP,N,Y,5,4,2,619,old,shoebox,informed
set39,LINEN,Y,Y,5,6,2,581,old,manmade,informed
set39,SUGAR,N,Y,5,34,2,620,old,manmade,uninformed
set39,BIRCH,N,N,5,2,1,620,old,manmade,uninformed
set39,SUPPER,Y,Y,6,37,2,563,old,shoebox,informed
set39,ALLEY,Y,N,5,8,2,557,old,manmade,uninformed
set39,BRICK,Y,Y,5,18,1,610,old,manmade,informed
set39,RACKET,Y,N,6,5,2,562,old,manmade,uninformed
set39,BAGPIPE,Y,N,7,1,2,601,old,shoebox,informed
set39,PUDDLE,N,N,6,1,2,604,old,shoebox,informed
set39,ANKLE,N,Y,5,8,2,608,old,manmade,uninformed
set39,VEIN,N,Y,4,25,1,553,old,shoebox,informed
set39,DRUG,Y,Y,4,24,1,555,old,shoebox,informed
set39,CARD,Y,Y,4,26,1,565,old,shoebox,uninformed
set39,KNOB,Y,Y,4,2,1,586,old,manmade,uninformed
set39,TONGUE,N,Y,6,35,1,634,old,manmade,informed
set39,MINERAL,N,Y,7,12,3,527,old,shoebox,uninformed
set39,FORK,Y,Y,4,14,1,592,old,shoebox,informed
set39,SAND,N,Y,4,28,1,616,old,manmade,informed
set39,PYTHON,N,N,6,14,2,580,old,manmade,informed
set39,TURTLE,N,Y,6,8,2,644,old,manmade,uninformed
set39,PIER,Y,N,4,3,1,588,old,shoebox,uninformed
set39,VEHICLE,Y,N,7,35,3,558,old,manmade,uninformed
set39,WOLF,N,N,4,6,1,595,old,manmade,informed
set39,CABBAGE,N,Y,7,4,2,611,old,manmade,informed
set39,DRILL,Y,Y,5,33,1,516,old,shoebox,uninformed
set39,TRUMPET,Y,N,7,7,2,608,old,manmade,informed
set39,CLARINET,Y,N,8,1,3,633,old,shoebox,informed
set39,TRIANGLE,N,Y,8,4,3,523,old,shoebox,informed
set39,OCEAN,N,N,5,34,2,593,old,shoebox,uninformed
set39,FRUIT,N,Y,5,35,1,612,old,manmade,informed
set39,SALAD,Y,Y,5,9,2,595,old,shoebox,informed
