word,manmade,shoebox,nletters,freq,nsyllables,concreteness,old_new,study_judgment,cue_condition,study_phase,cue_color,box_color,show_cue
BUSH,N,N,4,14,1,585,old,shoebox,uninformed,uninformed2,n/a,red,0
FRUIT,N,Y,5,35,1,612,old,shoebox,uninformed,uninformed2,n/a,red,0
ONION,N,Y,5,15,2,632,old,shoebox,uninformed,uninformed2,n/a,red,0
DRIZZLE,N,Y,7,5,2,558,old,shoebox,uninformed,uninformed2,n/a,red,0
CAPITOL,Y,N,7,22,3,529,old,shoebox,uninformed,uninformed2,n/a,red,0
BOOTH,Y,N,5,7,1,556,old,shoebox,uninformed,uninformed2,n/a,red,0
COAL,N,Y,4,32,1,584,old,shoebox,uninformed,uninformed2,n/a,red,0
MEAL,Y,Y,4,30,1,602,old,shoebox,uninformed,uninformed2,n/a,red,0
GRAPH,Y,Y,5,17,1,553,old,shoebox,uninformed,uninformed2,n/a,red,0
FACTORY,Y,N,7,32,3,586,old,shoebox,uninformed,uninformed2,n/a,red,0
TANK,Y,N,4,12,1,581,old,shoebox,uninformed,uninformed2,n/a,red,0
STOVE,Y,N,5,15,1,591,old,shoebox,uninformed,uninformed2,n/a,red,0
EAGLE,N,N,5,5,2,616,old,shoebox,uninformed,uninformed2,n/a,red,0
BEAVER,N,N,6,3,2,589,old,shoebox,uninformed,uninformed2,n/a,red,0
TRUMPET,Y,N,7,7,2,608,old,shoebox,uninformed,uninformed2,n/a,red,0
LOCK,Y,Y,4,23,1,565,old,shoebox,uninformed,uninformed2,n/a,red,0
COLLAR,Y,Y,6,17,2,622,old,shoebox,uninformed,uninformed2,n/a,red,0
SCISSORS,Y,Y,8,1,2,596,old,shoebox,uninformed,uninformed2,n/a,red,0
COSTUME,Y,N,7,10,2,544,old,shoebox,uninformed,uninformed2,n/a,red,0
MUSTARD,Y,Y,7,20,2,595,old,shoebox,uninformed,uninformed2,n/a,red,0
OATMEAL,Y,Y,7,1,2,552,old,shoebox,uninformed,uninformed2,n/a,red,0
WOOL,N,Y,4,10,1,608,old,shoebox,uninformed,uninformed2,n/a,red,0
BERRY,N,Y,5,9,2,573,old,shoebox,uninformed,uninformed2,n/a,red,0
LUNG,N,Y,4,16,1,569,old,shoebox,uninformed,uninformed2,n/a,red,0
CHERRY,N,Y,6,6,2,611,old,shoebox,uninformed,uninformed2,n/a,red,0
CHEESE,Y,Y,6,9,1,624,old,shoebox,uninformed,uninformed2,n/a,red,0
MONKEY,N,N,6,9,2,566,old,shoebox,uninformed,uninformed2,n/a,red,0
MAPLE,N,N,5,7,2,534,old,shoebox,uninformed,uninformed2,n/a,red,0
SHOWER,Y,N,6,15,1,588,old,shoebox,uninformed,uninformed2,n/a,red,0
CLOUD,N,N,5,28,1,554,old,shoebox,uninformed,uninformed2,n/a,red,0
FISH,N,Y,4,35,1,597,old,shoebox,uninformed,uninformed2,n/a,red,0
