word,manmade,shoebox,nletters,freq,nsyllables,concreteness,old_new,study_judgment,cue_condition,study_phase,cue_color,box_color,show_cue
FOREARM,N,Y,7,3,2,608,old,manmade,uninformed,uninformed1,n/a,cyan,0
LAMB,N,N,4,7,1,633,old,manmade,uninformed,uninformed1,n/a,cyan,0
THUNDER,N,N,7,14,2,547,old,manmade,uninformed,uninformed1,n/a,cyan,0
KETTLE,Y,N,6,3,2,602,old,manmade,uninformed,uninformed1,n/a,cyan,0
PLUM,N,Y,4,1,1,632,old,manmade,uninformed,uninformed1,n/a,cyan,0
CARBON,N,Y,6,30,2,511,old,manmade,uninformed,uninformed1,n/a,cyan,0
DOUGH,Y,Y,5,13,1,627,old,manmade,uninformed,uninformed1,n/a,cyan,0
WHISTLE,Y,Y,7,4,2,579,old,shoebox,uninformed,uninformed1,n/a,red,0
BATH,Y,N,4,26,1,600,old,shoebox,uninformed,uninformed1,n/a,red,0
BASS,N,Y,4,16,1,547,old,shoebox,uninformed,uninformed1,n/a,red,0
STRING,Y,Y,6,19,1,570,old,shoebox,uninformed,uninformed1,n/a,red,0
CHALK,Y,Y,5,3,1,634,old,shoebox,uninformed,uninformed1,n/a,red,0
MENU,Y,Y,4,5,2,555,old,shoebox,uninformed,uninformed1,n/a,red,0
VEHICLE,Y,N,7,35,3,558,old,shoebox,uninformed,uninformed1,n/a,red,0
CAKE,Y,Y,4,13,1,624,old,shoebox,uninformed,uninformed1,n/a,red,0
SOCK,Y,Y,4,4,1,581,old,shoebox,uninformed,uninformed1,n/a,red,0
CARROT,N,Y,6,1,2,622,old,shoebox,uninformed,uninformed1,n/a,red,0
TUBE,Y,Y,4,31,1,581,old,shoebox,uninformed,uninformed1,n/a,red,0
COKE,Y,Y,4,4,1,580,old,shoebox,uninformed,uninformed1,n/a,red,0
FISH,N,Y,4,35,1,597,old,shoebox,uninformed,uninformed1,n/a,red,0
BREEZE,N,N,6,14,1,500,old,shoebox,uninformed,uninformed1,n/a,red,0
CAPITOL,Y,N,7,22,3,529,old,shoebox,uninformed,uninformed1,n/a,red,0
KITTEN,N,Y,6,5,2,612,old,shoebox,uninformed,uninformed1,n/a,red,0
DRUM,Y,N,4,11,1,602,old,shoebox,uninformed,uninformed1,n/a,red,0
PIER,Y,N,4,3,1,588,old,shoebox,uninformed,uninformed1,n/a,red,0
YACHT,Y,N,5,4,1,606,old,shoebox,uninformed,uninformed1,n/a,red,0
NEST,N,Y,4,20,1,557,old,shoebox,uninformed,uninformed1,n/a,red,0
WOMB,N,N,4,1,1,538,old,shoebox,uninformed,uninformed1,n/a,red,0
BISCUIT,Y,Y,7,2,2,574,old,shoebox,uninformed,uninformed1,n/a,red,0
CAGE,Y,N,4,9,1,593,old,shoebox,uninformed,uninformed1,n/a,red,0
SCRATCH,N,N,7,9,1,523,old,shoebox,uninformed,uninformed1,n/a,red,0
ABDOMEN,N,Y,7,6,3,586,old,shoebox,uninformed,uninformed1,n/a,red,0
APPLE,N,Y,5,9,2,620,old,shoebox,uninformed,uninformed1,n/a,red,0
SPARK,N,Y,5,12,1,526,old,shoebox,uninformed,uninformed1,n/a,red,0
TEMPLE,Y,N,6,38,2,565,old,shoebox,uninformed,uninformed1,n/a,red,0
PLUG,Y,Y,4,23,1,558,old,shoebox,uninformed,uninformed1,n/a,red,0
PATCH,Y,Y,5,13,1,558,old,shoebox,uninformed,uninformed1,n/a,red,0
DRAIN,Y,Y,5,18,1,591,old,shoebox,uninformed,uninformed1,n/a,red,0
LAMP,Y,N,4,18,1,615,old,shoebox,uninformed,uninformed1,n/a,red,0
